Transaction_ID,Customer_ID,Date,Time,Zone,Product,Amount,X_Loc,Y_Loc
TXN-84716,9283100,2026-01-25,09:08:36,Beauty,Skincare Set,89,13190.0,7054.0
TXN-48106,9595100,2026-01-25,09:40:04,Beauty,Lipstick,46,14211.0,291.0
TXN-28556,9512300,2026-01-25,09:31:05,Home,Frame,79,4.0,1132.0
TXN-34712,9430500,2026-01-25,09:22:46,Beauty,Skincare Set,86,14999.0,2707.0
TXN-74774,9492000,2026-01-25,09:29:42,Home,Cushion,15,6289.0,16.0
TXN-68195,9282801,2026-01-25,09:08:40,Electronics,4K TV,326,5677.0,14413.0
TXN-30926,9255100,2026-01-25,09:06:10,Beauty,Skincare Set,35,13866.0,6767.0
TXN-62115,9593101,2026-01-25,09:39:43,Electronics,Smart Watch,600,12.0,9619.0
TXN-25003,9403100,2026-01-25,09:20:41,Beauty,Perfume,130,11084.0,27.0
TXN-22440,9312000,2026-01-25,09:11:02,Home,Lamp,15,1101.0,2393.0
TXN-79813,9522900,2026-01-25,09:32:37,Beauty,Perfume,116,13291.0,6569.0
TXN-95523,10014000,2026-01-25,09:41:59,Beauty,Skincare Set,39,13514.0,6617.0
TXN-25383,9385100,2026-01-25,09:19:12,Home,Cushion,48,26.0,6349.0
TXN-92153,9290500,2026-01-25,09:09:01,Beauty,Skincare Set,121,11349.0,37.0
TXN-20073,9441800,2026-01-25,09:24:35,Electronics,Smart Watch,938,2996.0,7953.0
TXN-89581,9283301,2026-01-25,09:08:42,Groceries,Artisan Bread,58,11627.0,8228.0
TXN-20089,9423300,2026-01-25,09:22:46,Electronics,4K TV,1277,5639.0,14480.0
TXN-94625,9500000,2026-01-25,09:30:23,Home,Cushion,52,3946.0,43.0
TXN-18173,9505600,2026-01-25,09:31:10,Home,Frame,64,1325.0,6046.0
TXN-55680,9553500,2026-01-25,09:35:50,Groceries,Fresh Produce,18,11189.0,8366.0
TXN-95337,9504800,2026-01-25,09:31:03,Groceries,Fresh Produce,60,11489.0,8454.0
TXN-93899,9350800,2026-01-25,09:15:04,Beauty,Perfume,114,13018.0,38.0
TXN-66789,9384600,2026-01-25,09:18:31,Home,Lamp,27,37.0,4796.0
TXN-84096,10041000,2026-01-25,09:44:37,Beauty,Lipstick,66,13575.0,19.0
TXN-30213,9274500,2026-01-25,09:08:03,Home,Lamp,38,20.0,5212.0
TXN-21155,9240200,2026-01-25,09:04:30,Beauty,Skincare Set,32,14979.0,1982.0
TXN-77162,9471000,2026-01-25,09:27:27,Beauty,Perfume,65,12355.0,8271.0
TXN-90706,9282100,2026-01-25,09:08:45,Electronics,4K TV,754,6312.0,14256.0
TXN-35770,9541300,2026-01-25,09:34:23,Beauty,Perfume,80,13586.0,5835.0
TXN-73544,9280900,2026-01-25,09:08:54,Home,Frame,56,4316.0,3.0
TXN-55268,9564000,2026-01-25,09:36:26,Beauty,Skincare Set,84,14983.0,1075.0
TXN-91230,9562900,2026-01-25,09:36:44,Beauty,Lipstick,52,12286.0,9754.0
TXN-91496,9494500,2026-01-25,09:30:23,Home,Cushion,20,1622.0,1993.0
TXN-91988,9532900,2026-01-25,09:33:51,Beauty,Lipstick,57,12971.0,6.0
TXN-47860,9284700,2026-01-25,09:09:07,Home,Frame,67,40.0,5599.0
TXN-92744,9482100,2026-01-25,09:28:51,Home,Cushion,61,21.0,5966.0
TXN-70595,9523800,2026-01-25,09:33:02,Groceries,Artisan Bread,12,10645.0,8718.0
TXN-61883,9584200,2026-01-25,09:38:32,Home,Lamp,71,18.0,6735.0
TXN-13536,9512600,2026-01-25,09:31:29,Groceries,Organic Coffee,39,10863.0,8451.0
TXN-14444,9513600,2026-01-25,09:31:30,Beauty,Lipstick,141,12623.0,8320.0
TXN-97788,9384200,2026-01-25,09:19:10,Home,Frame,62,24.0,5710.0
TXN-56553,9320300,2026-01-25,09:11:49,Groceries,Organic Coffee,29,10141.0,4093.0
TXN-42255,9514401,2026-01-25,09:31:59,Groceries,Artisan Bread,46,10498.0,8411.0
TXN-36498,9250900,2026-01-25,09:05:24,Electronics,Smart Watch,273,6597.0,14226.0
TXN-46622,9241700,2026-01-25,09:04:28,Home,Cushion,34,14.0,1842.0
TXN-48568,9561501,2026-01-25,09:36:29,Beauty,Skincare Set,93,12400.0,9329.0
TXN-18662,9323500,2026-01-25,09:12:17,Beauty,Lipstick,131,14990.0,1566.0
TXN-88805,10041500,2026-01-25,09:44:38,Beauty,Perfume,64,14256.0,20.0
TXN-27608,9251500,2026-01-25,09:05:32,Home,Lamp,52,88.0,5777.0
TXN-71491,9382700,2026-01-25,09:18:42,Groceries,Organic Coffee,27,11354.0,8340.0
TXN-92374,9414401,2026-01-25,09:21:29,Home,Frame,76,15.0,5346.0
TXN-45023,9251300,2026-01-25,09:05:28,Beauty,Perfume,52,12338.0,9968.0
TXN-15535,9283300,2026-01-25,09:08:54,Groceries,Artisan Bread,28,7399.0,2207.0
TXN-60042,9502901,2026-01-25,09:30:50,Electronics,4K TV,865,8278.0,13309.0
TXN-64915,9502600,2026-01-25,09:30:12,Beauty,Lipstick,146,14991.0,56.0
TXN-93770,9433600,2026-01-25,09:23:59,Groceries,Artisan Bread,43,10304.0,4467.0
TXN-58668,9591000,2026-01-25,09:38:52,Beauty,Lipstick,119,14919.0,1873.0
TXN-47054,9383200,2026-01-25,09:19:28,Beauty,Perfume,144,12423.0,9718.0
TXN-68840,9211800,2026-01-25,09:01:38,Home,Cushion,55,1062.0,5425.0
TXN-92422,9245700,2026-01-25,09:05:12,Home,Lamp,50,1843.0,4229.0
TXN-37516,9293000,2026-01-25,09:09:27,Home,Frame,24,4405.0,39.0
TXN-49302,9513100,2026-01-25,09:31:31,Groceries,Fresh Produce,37,10676.0,8732.0
TXN-37784,-1,2026-01-25,09:17:53,Home,Lamp,80,6000.0,3000.0
