Transaction_ID,Customer_ID,Date,Time,Zone,Product,Amount,X_Loc,Y_Loc
TXN-18359,9432900,2026-01-22,09:34:02,Home,Frame,46,1417.0,283.0
TXN-75807,9353400,2026-01-22,09:26:15,Beauty,Lipstick,42,14240.0,1624.0
TXN-11890,9170800,2026-01-22,09:08:35,Home,Lamp,70,29.0,7223.0
TXN-79735,9145400,2026-01-22,09:05:10,Beauty,Perfume,89,14967.0,803.0
TXN-44720,9293200,2026-01-22,09:20:15,Home,Cushion,31,4947.0,1205.0
TXN-38810,9172801,2026-01-22,09:07:50,Home,Cushion,72,1353.0,6277.0
TXN-78452,9215600,2026-01-22,09:12:20,Beauty,Skincare Set,76,13533.0,37.0
TXN-64179,9272400,2026-01-22,09:18:17,Home,Lamp,80,6.0,5138.0
TXN-32049,9093000,2026-01-22,09:00:27,Home,Cushion,44,1932.0,6014.0
TXN-19197,9390000,2026-01-22,09:30:02,Home,Lamp,44,1315.0,1.0
TXN-13165,9303000,2026-01-22,09:21:16,Beauty,Lipstick,114,13754.0,21.0
TXN-95012,9225601,2026-01-22,09:13:10,Groceries,Fresh Produce,10,9480.0,2581.0
TXN-32370,9430201,2026-01-22,09:33:53,Home,Frame,43,10.0,6251.0
TXN-33170,9365901,2026-01-22,09:28:01,Electronics,4K TV,879,97.0,7649.0
TXN-59337,9395300,2026-01-22,09:30:08,Beauty,Skincare Set,98,14982.0,2624.0
TXN-16229,9125500,2026-01-22,09:03:09,Groceries,Artisan Bread,25,9723.0,2548.0
TXN-66321,9144800,2026-01-22,09:05:05,Groceries,Fresh Produce,51,10275.0,7065.0
TXN-78833,9215700,2026-01-22,09:12:20,Beauty,Skincare Set,57,14989.0,491.0
TXN-75882,9292400,2026-01-22,09:19:47,Home,Lamp,78,4714.0,9.0
TXN-41223,9224500,2026-01-22,09:13:02,Home,Frame,51,1875.0,4425.0
TXN-93612,9275100,2026-01-22,09:18:05,Beauty,Lipstick,57,14924.0,287.0
TXN-53319,9325701,2026-01-22,09:23:41,Groceries,Fresh Produce,13,9552.0,1953.0
TXN-14106,9221701,2026-01-22,09:13:10,Home,Frame,77,37.0,5059.0
TXN-12103,9215601,2026-01-22,09:12:18,Beauty,Lipstick,62,12238.0,683.0
TXN-52243,9245700,2026-01-22,09:16:06,Electronics,Headphones,828,32.0,10372.0
TXN-42851,9121900,2026-01-22,09:02:32,Groceries,Artisan Bread,15,9504.0,2529.0
TXN-58426,9290500,2026-01-22,09:19:43,Home,Cushion,48,5620.0,713.0
TXN-49131,9254200,2026-01-22,09:16:39,Home,Cushion,56,17.0,648.0
TXN-60366,-1,2026-01-22,09:22:33,Home,Cushion,75,6000.0,3000.0
TXN-28260,9112100,2026-01-22,09:01:52,Home,Lamp,79,5623.0,4.0
TXN-38026,9425100,2026-01-22,09:33:07,Home,Lamp,49,1736.0,4214.0
TXN-64998,9400500,2026-01-22,09:30:49,Beauty,Skincare Set,121,13821.0,6588.0
TXN-65630,9165100,2026-01-22,09:07:07,Beauty,Skincare Set,144,13551.0,1.0
TXN-45620,9360100,2026-01-22,09:26:21,Beauty,Lipstick,133,13679.0,6285.0
TXN-86824,9431800,2026-01-22,09:34:01,Beauty,Lipstick,121,13119.0,7276.0
TXN-99358,9140700,2026-01-22,09:04:21,Groceries,Artisan Bread,60,9904.0,2664.0
TXN-80269,9134100,2026-01-22,09:04:05,Electronics,Smart Watch,393,22.0,10135.0
TXN-63157,9215704,2026-01-22,09:12:19,Beauty,Skincare Set,74,13697.0,19.0
