Transaction_ID,Customer_ID,Date,Time,Zone,Product,Amount,X_Loc,Y_Loc
TXN-65446,9053100,2026-01-21,09:02:18,Beauty,Lipstick,30,13376.0,6702.0
TXN-43622,9162700,2026-01-21,09:12:43,Home,Frame,25,25.0,5654.0
TXN-92047,9132500,2026-01-21,09:10:08,Home,Cushion,21,34.0,5394.0
TXN-74563,9074800,2026-01-21,09:04:27,Beauty,Perfume,117,13735.0,6496.0
TXN-34329,9075900,2026-01-21,09:04:43,Beauty,Lipstick,99,12819.0,8590.0
TXN-51039,9032700,2026-01-21,09:00:29,Beauty,Skincare Set,64,13517.0,6284.0
TXN-77460,9260300,2026-01-21,09:22:20,Beauty,Skincare Set,112,14646.0,7.0
TXN-40579,9235101,2026-01-21,09:20:03,Beauty,Lipstick,88,13582.0,6562.0
TXN-55953,9253300,2026-01-21,09:22:12,Home,Frame,72,1775.0,3979.0
TXN-70409,9233900,2026-01-21,09:20:22,Beauty,Perfume,87,13647.0,7084.0
TXN-93652,9124400,2026-01-21,09:09:38,Electronics,Smart Watch,662,2633.0,13682.0
TXN-26388,9180200,2026-01-21,09:14:09,Beauty,Skincare Set,48,14978.0,2738.0
TXN-22031,9283500,2026-01-21,09:25:20,Beauty,Lipstick,35,13663.0,6636.0
TXN-15759,9134700,2026-01-21,09:10:24,Beauty,Perfume,68,13448.0,6521.0
TXN-69774,9155400,2026-01-21,09:13:01,Home,Frame,69,3333.0,6833.0
TXN-50888,9113900,2026-01-21,09:08:34,Home,Cushion,73,5449.0,680.0
TXN-10870,9223600,2026-01-21,09:18:52,Beauty,Perfume,126,13616.0,6904.0
TXN-91169,9193400,2026-01-21,09:16:07,Home,Frame,35,780.0,6531.0
TXN-32173,9151900,2026-01-21,09:12:08,Home,Frame,33,29.0,5958.0
TXN-76437,9272900,2026-01-21,09:24:19,Home,Cushion,25,2.0,5174.0
TXN-16347,9281800,2026-01-21,09:25:13,Home,Cushion,56,1810.0,5608.0
TXN-14453,9123200,2026-01-21,09:09:08,Beauty,Perfume,127,13687.0,6586.0
TXN-24478,9103400,2026-01-21,09:06:48,Home,Lamp,57,1054.0,4440.0
TXN-37782,9224600,2026-01-21,09:19:08,Beauty,Skincare Set,33,13331.0,6551.0
TXN-59944,9185401,2026-01-21,09:15:04,Beauty,Lipstick,44,14969.0,2569.0
TXN-57370,9045400,2026-01-21,09:01:34,Home,Cushion,43,30.0,5206.0
TXN-63446,9294800,2026-01-21,09:26:28,Beauty,Perfume,102,11604.0,6.0
TXN-39182,9235100,2026-01-21,09:20:45,Home,Lamp,16,12.0,5934.0
TXN-31169,9053600,2026-01-21,09:01:45,Beauty,Lipstick,35,14994.0,2519.0
TXN-30641,9285800,2026-01-21,09:25:46,Home,Lamp,30,2078.0,5306.0
TXN-32317,9101600,2026-01-21,09:06:33,Beauty,Perfume,147,13334.0,11.0
TXN-94480,9204900,2026-01-21,09:17:40,Electronics,Headphones,1028,5487.0,14316.0
TXN-13258,9260001,2026-01-21,09:22:09,Electronics,4K TV,1304,4521.0,8248.0
TXN-73770,9043600,2026-01-21,09:01:21,Beauty,Perfume,147,13377.0,6767.0
TXN-54184,9220000,2026-01-21,09:18:38,Beauty,Skincare Set,55,13654.0,6286.0
TXN-58560,9100900,2026-01-21,09:07:45,Beauty,Skincare Set,147,13455.0,6702.0
TXN-81476,9203700,2026-01-21,09:17:29,Groceries,Fresh Produce,51,9192.0,2300.0
TXN-89839,9053200,2026-01-21,09:02:14,Beauty,Skincare Set,90,13468.0,6739.0
TXN-82629,9215400,2026-01-21,09:18:39,Beauty,Lipstick,51,13564.0,6898.0
TXN-19573,9153500,2026-01-21,09:12:01,Beauty,Lipstick,36,14791.0,10.0
TXN-98428,9062400,2026-01-21,09:02:43,Electronics,Headphones,1485,7976.0,13500.0
TXN-60726,9064000,2026-01-21,09:02:49,Groceries,Fresh Produce,45,11382.0,8039.0
TXN-74705,9311500,2026-01-21,09:27:29,Groceries,Fresh Produce,27,9316.0,8522.0
TXN-54523,9201600,2026-01-21,09:17:17,Electronics,4K TV,756,28.0,8302.0
TXN-76056,9300501,2026-01-21,09:26:55,Beauty,Skincare Set,148,13441.0,6676.0
TXN-87523,9180900,2026-01-21,09:14:27,Electronics,Smart Watch,915,7160.0,14019.0
TXN-47546,9174600,2026-01-21,09:14:22,Beauty,Perfume,51,12481.0,8574.0
TXN-15701,9215801,2026-01-21,09:18:27,Beauty,Skincare Set,35,12621.0,8943.0
TXN-38295,9112000,2026-01-21,09:08:43,Home,Frame,62,41.0,6168.0
TXN-60877,9134400,2026-01-21,09:10:36,Beauty,Skincare Set,87,13675.0,6723.0
TXN-37620,9090701,2026-01-21,09:05:16,Beauty,Perfume,63,13976.0,43.0
TXN-69067,9110900,2026-01-21,09:07:48,Beauty,Skincare Set,47,14989.0,431.0
